customer_id,age,income,employment_years,loan_amount,loan_tenure,emi,credit_utilization,num_loans,past_due_30,past_due_60,past_due_90,default_flag
441,36,82055,6,1054366,12,32273,1.16,1,3,1,0,0
442,46,102697,4,744025,48,52400,0.22,2,3,1,0,0
443,46,121239,22,517726,48,28234,0.99,4,1,0,0,0
444,41,138106,27,1604473,12,15349,0.37,2,3,1,0,0
445,59,20355,33,985004,48,3002,0.45,3,2,2,1,1
446,56,69120,14,1212936,12,41034,0.3,2,3,0,0,0
447,53,53342,31,1362470,60,34573,0.72,1,0,1,1,1
448,50,17257,25,639306,36,29803,0.45,2,3,0,0,0
449,57,42364,30,1092960,48,57596,0.81,2,0,2,0,0
450,43,126715,18,1495819,12,13330,0.07,3,1,2,1,1
451,30,41654,8,1863768,12,28504,0.12,3,1,2,0,0
452,25,96423,28,186817,48,16980,0.16,0,3,1,1,1
453,56,44320,3,242803,24,9017,0.53,1,3,1,1,1
454,54,35808,2,1709848,12,43353,0.99,0,1,1,0,0
455,51,67389,28,1992991,48,18011,1.07,3,0,1,0,0
456,30,133581,10,864883,12,20001,0.33,2,1,1,0,0
457,39,142927,32,405887,24,19044,0.71,3,1,1,0,0
458,52,49773,10,907906,36,40292,0.93,4,0,2,0,0
459,21,91396,26,1815472,24,58768,0.38,2,1,2,0,0
460,25,122692,32,1110726,60,7250,0.52,0,3,1,0,0
461,24,72505,20,849838,48,42280,0.65,2,3,2,0,0
462,36,100896,30,1249429,24,25289,0.21,4,1,0,0,0
463,44,33135,1,1287065,36,35087,0.08,3,3,1,0,0
464,36,105887,26,952479,12,12416,0.23,1,2,0,0,0
465,22,137118,10,1988165,48,27159,0.77,5,1,1,0,0
466,48,62377,17,1641189,24,38368,0.13,1,2,1,0,0
467,52,77491,0,249756,36,57112,0.27,1,1,2,0,0
468,47,73283,34,1979423,24,7279,0.44,3,1,0,0,0
469,40,31923,34,1606339,60,27157,0.14,1,2,2,1,1
470,44,62591,30,1827405,48,52919,0.27,4,1,1,0,0
471,32,77261,27,67669,12,17494,1.1,3,3,0,0,0
472,55,69336,0,963817,36,52950,0.07,1,2,1,0,0
473,53,89083,24,384154,24,47166,0.8,5,1,2,0,0
474,53,75948,19,1604775,48,27574,0.49,0,3,1,0,0
475,63,41672,2,257836,24,27333,0.82,3,2,1,0,0
476,57,19213,1,1590866,48,35050,0.73,3,2,2,0,0
477,32,77507,17,182915,60,34263,0.31,2,3,1,0,0
478,23,72134,9,246681,24,34539,1.02,1,1,0,1,1
479,21,148172,4,625100,60,16030,0.62,0,1,2,0,0
480,53,43172,8,852491,36,24721,1.0,5,2,1,0,0
481,60,35132,1,1446989,60,50070,0.52,4,0,2,0,0
482,30,33199,33,827150,48,7166,1.18,3,1,1,0,0
483,63,51609,30,1270416,36,9121,0.94,4,1,2,0,0
484,64,46881,9,75395,24,16677,1.16,4,3,2,0,0
485,49,39472,11,1380922,24,58561,0.64,4,0,0,0,0
486,33,69131,20,980777,48,33241,0.59,2,0,2,0,0
487,32,27828,5,1328283,12,18373,0.92,4,2,0,0,1
488,51,111664,2,821469,12,23873,1.06,1,3,2,0,0
489,22,147473,9,1826984,24,39664,1.16,1,3,2,0,0
490,55,30193,4,274839,48,51282,0.42,0,1,1,0,0
491,43,117518,25,1318458,12,3293,0.97,0,2,1,0,0
492,37,34611,20,1726099,60,24443,0.29,5,1,1,0,0
493,46,91240,25,1668374,24,41725,0.68,4,0,2,0,0
494,28,17745,25,1710809,60,51212,0.26,4,3,2,0,0
495,49,70243,7,1341378,48,20595,0.45,2,2,0,0,0
496,46,18866,4,824456,60,11740,1.12,4,1,0,1,1
497,30,143681,14,907081,12,14559,0.22,4,1,0,0,0
498,46,86354,15,943155,12,44741,0.78,4,0,1,1,1
499,54,66374,0,577169,36,41044,0.73,3,3,1,0,0
500,61,129397,15,882345,24,23747,0.19,3,0,0,0,0
501,27,139577,2,1734724,48,42920,0.42,2,1,2,0,0
502,24,96029,30,921217,24,9973,0.7,2,3,1,0,0
503,31,108574,12,508253,60,17333,0.27,1,3,1,1,1
504,49,45431,15,1947465,48,32129,0.97,2,0,0,0,0
505,56,44336,20,216415,48,2037,1.17,5,3,1,0,0
506,45,55992,1,1554181,12,40758,0.3,1,0,0,0,0
507,41,70350,26,521466,60,34311,0.26,4,3,1,0,0
508,56,84561,25,1238304,12,40206,0.57,2,3,2,1,1
509,30,66955,24,1366461,12,58829,0.91,5,2,2,0,0
510,57,76240,10,197733,36,50503,0.37,2,3,1,0,0
511,29,61607,7,1982099,12,30207,0.07,2,1,0,0,0
512,44,67870,7,865122,24,45624,0.67,1,2,1,1,1
513,55,79110,32,344977,48,35241,1.15,1,0,0,0,0
514,55,131895,6,676854,12,2058,0.5,0,1,1,1,1
515,56,19426,20,1169816,24,4636,0.53,1,0,2,0,0
516,38,42606,7,681186,60,32635,1.16,1,0,2,0,0
517,59,43151,20,1438431,48,16834,0.85,3,1,1,0,0
518,52,26308,19,1024645,60,17577,0.88,2,0,1,0,0
519,44,105306,7,259304,24,53766,0.7,1,2,1,0,0
520,43,121984,30,1924031,60,29190,1.17,2,1,2,0,0
521,52,17204,28,1925217,60,9296,0.84,2,0,2,0,0
522,57,107769,8,405734,60,23383,1.08,3,0,0,0,0
523,32,102265,14,1971620,12,47438,0.85,2,3,1,1,1
524,33,46131,29,1179098,12,26660,0.9,5,3,1,0,0
525,43,67428,25,423798,12,44493,0.38,1,0,2,0,0
526,45,48870,9,719800,48,54949,0.4,2,1,1,0,0
527,55,118547,28,169107,24,4674,0.95,0,2,0,0,0
528,61,64067,15,451176,12,50564,0.39,0,0,1,1,1
529,50,127217,19,1121038,60,45833,0.7,3,0,2,0,0
530,37,113934,21,1093423,60,24820,0.34,5,0,1,0,0
531,40,89707,6,1902829,60,21504,0.99,1,3,2,0,0
532,45,76215,22,470474,60,27666,0.18,3,1,0,0,0
533,42,64429,28,142889,36,45794,1.0,0,0,0,0,0
534,33,97152,15,138952,48,4076,0.74,5,3,1,0,0
535,39,123048,27,767884,24,54342,0.26,1,0,1,0,0
536,56,92240,30,465331,24,39555,0.67,2,0,2,0,0
537,32,128688,13,954498,12,57208,0.37,1,1,0,1,1
538,61,61473,32,751793,36,34406,0.42,4,3,0,0,0
539,39,111762,8,271576,24,42262,0.45,1,2,0,1,1
540,32,121956,26,1055771,48,27784,0.12,2,1,0,1,1
541,29,133452,23,793681,60,54729,1.18,4,2,1,0,0
542,27,141311,12,548149,12,23125,0.09,5,3,1,0,0
543,48,22006,25,915796,48,25216,0.81,3,3,2,0,0
544,34,89218,28,906509,24,4581,0.48,5,2,0,0,0
545,51,47430,27,352788,36,17600,0.79,1,3,1,0,0
546,39,38091,27,374787,12,32284,0.46,3,1,1,0,0
547,36,38989,7,1374031,24,22171,0.82,1,0,0,0,0
548,25,90451,22,1090725,12,27091,0.89,0,2,1,0,0
549,55,33990,28,304084,24,16333,0.84,0,0,2,0,0
550,32,105270,4,179466,60,32535,0.18,2,2,2,0,0
551,45,95360,6,1129107,36,25487,0.81,5,0,0,0,0
552,41,51081,26,64588,60,12404,0.37,0,0,2,0,0
553,56,123272,1,1934424,24,45934,0.08,4,1,1,1,1
554,43,31241,24,193452,48,35700,0.53,4,0,2,0,0
555,36,139932,8,1796581,60,20047,0.55,1,2,1,0,0
556,59,20939,26,1509610,48,43516,0.59,3,0,0,0,0
557,62,128000,0,1260505,24,17577,0.86,4,3,0,0,0
558,59,50063,22,1644575,36,26298,0.41,1,0,1,0,0
559,34,62118,9,710457,48,17015,0.41,3,0,1,0,0
560,51,99703,24,1782329,24,27568,0.12,0,3,2,1,1
561,25,143557,2,1907084,48,50876,0.84,1,3,1,0,0
562,55,42076,5,1444994,60,28204,0.7,3,2,0,0,0
563,43,59605,5,369753,24,33748,0.45,2,3,1,0,0
564,49,99565,1,1783253,60,28267,0.86,5,3,2,0,0
565,63,54121,17,1596557,12,23236,0.67,5,2,2,0,0
566,31,46433,22,1157056,24,34615,0.59,2,2,1,0,0
567,38,58309,1,843476,48,3104,0.64,4,0,2,1,1
568,32,82468,11,1038537,12,19654,0.78,5,1,2,0,0
569,29,82293,21,824597,60,47704,0.81,3,2,0,0,0
570,30,111258,19,105486,60,44369,0.38,2,3,1,0,0
571,64,53405,23,1153738,48,5646,0.21,4,0,0,0,0
572,37,58527,19,784647,12,23471,0.23,1,3,0,0,0
573,58,92227,0,79882,36,27906,0.79,1,2,2,0,0
574,27,146564,0,628366,48,23107,1.05,3,1,0,1,1
575,33,108344,16,895166,60,49728,0.52,3,0,1,0,0
576,60,62153,0,1337256,24,16878,0.24,3,2,1,0,0
577,62,123042,29,1731594,12,53206,0.92,5,2,1,1,1
578,29,69110,2,224898,36,11145,1.01,3,3,0,0,0
579,47,43328,10,1448705,24,25042,1.06,2,1,1,0,0
580,22,127911,23,356172,12,20226,0.75,2,2,1,0,0
581,25,27867,21,562871,48,4802,1.04,4,3,0,0,1
582,49,74234,25,673226,48,26119,0.07,2,0,0,0,0
583,57,40851,12,692607,12,59353,0.17,5,3,0,0,0
584,58,46279,0,606831,36,51133,0.16,1,0,0,0,0
585,39,88402,23,698567,12,29185,0.87,4,3,2,0,0
586,28,30449,9,79362,24,59465,0.13,2,1,0,0,0
587,21,91221,34,470531,24,8105,0.62,3,3,0,1,1
588,42,104080,23,208818,48,53712,0.59,2,1,1,0,0
589,37,20451,27,453273,12,54189,0.41,0,1,1,0,0
590,27,102178,15,1341297,48,59784,1.05,4,0,0,0,0
591,45,78761,15,879347,36,4749,0.25,5,3,0,0,0
592,24,53870,16,988565,24,51742,0.46,2,3,0,1,1
593,56,111566,14,1936378,60,52520,0.94,2,3,1,0,0
594,26,138749,15,739517,60,44949,0.08,5,1,1,0,0
595,51,138765,14,423519,12,36129,0.82,1,2,0,0,0
596,39,139881,33,1240970,12,26512,0.99,3,3,1,0,0
597,64,143389,10,1692676,60,38541,1.12,3,3,1,0,0
598,59,40372,0,521058,12,15495,1.06,1,2,0,1,1
599,47,18642,14,870449,24,4064,0.42,1,0,1,0,0
600,30,49064,25,893224,36,32078,0.72,0,3,0,1,1
601,46,29122,3,995246,36,53567,0.14,5,2,2,0,0
602,39,83431,4,1326784,48,54103,0.35,4,3,2,1,1
603,59,70745,34,1087904,24,32011,0.16,3,1,2,0,0
604,23,65081,12,1489918,12,7616,0.41,1,2,1,1,1
605,33,91253,9,1902637,12,9975,1.06,1,1,2,0,0
606,48,51191,10,1751478,48,12960,0.45,5,2,1,1,1
607,40,25211,17,146950,48,29992,0.7,4,0,0,0,0
608,48,126086,33,224942,12,58253,0.55,1,1,2,0,0
609,28,116971,22,1163405,12,23387,0.58,0,3,1,0,0
610,61,108783,6,819890,24,17324,1.17,4,2,2,1,1
611,59,140681,2,1633452,48,59458,0.39,0,3,1,0,0
612,21,102893,11,941712,24,8243,0.77,2,0,1,0,0
613,23,92960,6,546195,12,34628,0.53,3,2,0,0,0
614,33,99388,25,1401441,60,57733,0.12,1,0,1,0,0
615,48,37601,32,742505,60,11560,0.61,4,2,1,0,0
616,45,34710,14,322743,12,49452,0.99,0,1,2,0,0
617,53,123714,1,384738,48,43098,0.16,3,3,0,0,0
618,58,143727,6,525958,60,6923,0.13,3,1,1,0,0
619,26,78227,31,782790,48,41235,0.23,1,1,2,1,1
620,64,99289,3,1756875,60,23325,0.93,3,1,0,1,1
621,52,20722,19,302856,48,29949,0.88,1,1,1,0,0
622,41,96050,31,334293,60,24821,0.7,2,2,2,0,0
623,36,98596,27,771927,48,8076,0.59,1,3,0,0,0
624,41,81732,12,1239856,24,24032,1.07,5,2,0,0,0
625,31,83323,0,247170,48,10001,0.93,0,2,0,0,0
626,57,38816,34,1469754,24,17303,0.98,5,2,0,0,0
627,56,55695,29,1279140,24,52467,0.99,3,1,1,0,0
628,55,70841,24,1119527,12,18457,0.79,3,0,1,0,0
629,39,143498,15,229992,24,43443,0.58,3,1,0,0,0
630,40,122096,18,621054,36,14303,1.04,1,2,0,0,0
631,38,107764,0,1942022,24,52701,1.11,4,1,1,0,0
632,61,100744,4,1257999,48,52511,0.08,1,3,2,0,0
633,34,43482,21,527432,24,17128,0.11,0,3,0,0,0
634,35,24171,23,1541178,48,20280,1.15,1,1,1,0,1
635,51,115755,3,661410,48,41427,0.37,3,1,1,0,0
636,21,123125,17,845740,36,33644,1.05,2,0,2,0,0
637,23,145722,15,895684,24,40014,0.5,0,1,1,0,0
638,36,121082,17,518361,24,8967,0.19,5,1,0,0,0
639,43,18696,21,1062535,60,8661,0.14,2,0,1,0,0
640,31,141310,1,1181787,60,14416,0.23,0,1,0,0,0
641,32,34149,20,1519856,12,2510,0.34,0,1,1,0,0
642,30,145064,28,497095,48,43382,0.61,3,1,0,0,0
643,52,68521,25,1225110,36,37200,0.86,5,1,0,0,0
644,36,60740,20,583008,60,3906,1.18,1,1,1,0,0
645,28,121611,16,438348,24,27534,0.56,5,2,0,0,0
646,58,81641,15,1534732,12,50322,0.65,3,1,1,1,1
647,32,78811,30,654281,36,18448,0.65,3,0,1,0,0
648,44,78232,8,1035979,24,39696,0.67,3,1,1,0,0
649,48,30417,30,359257,24,6710,0.65,2,2,0,0,0
650,28,127492,13,885358,48,46308,0.06,5,0,1,0,0
651,48,45099,1,1529995,48,40892,0.05,5,0,2,0,0
652,56,133474,13,1842837,60,42605,0.16,0,1,0,0,0
653,46,24256,32,1648769,60,17583,0.17,4,3,2,1,1
654,28,49681,34,254580,24,19184,0.86,1,2,2,0,0
655,48,106328,19,624673,24,57215,0.29,3,3,2,0,0
656,48,58361,1,1129229,60,26853,1.08,5,1,2,0,0
657,57,49540,18,1190441,60,8109,1.12,5,2,1,0,0
658,61,99700,17,1576512,24,44677,1.17,0,3,2,1,1
659,56,93532,15,700101,36,8659,1.13,1,2,0,0,0
660,47,142626,3,1244447,24,3238,0.36,4,1,2,0,0
661,37,148943,11,1814039,36,57734,0.64,4,2,2,1,1
662,29,61002,28,298535,36,55675,0.25,3,1,2,0,0
663,53,64812,6,1637916,24,17064,0.98,4,3,1,0,0
664,40,123946,13,187116,12,33115,1.07,4,2,2,1,1
665,33,81668,11,200943,60,33952,1.03,1,0,2,0,0
666,48,114003,34,270375,48,7620,0.55,1,1,2,0,0
667,49,57998,4,555935,24,36254,0.92,3,2,0,0,0
668,33,119601,16,1644245,36,39449,0.16,5,0,1,1,1
669,55,22812,31,1771210,24,46258,0.1,0,0,1,1,1
670,26,76844,9,817522,60,6470,0.92,3,0,1,0,0
671,38,148251,16,1055344,36,24003,0.54,2,0,0,1,1
672,25,89601,4,1878881,48,29571,1.19,4,1,2,0,0
673,45,62857,8,395252,48,26668,0.16,0,2,0,0,0
674,22,140555,32,1333596,48,13723,1.03,5,0,1,0,0
675,30,35700,17,99892,12,48656,0.6,5,2,1,0,0
676,50,108330,8,231593,36,33040,1.0,1,2,1,0,0
677,25,78353,28,927933,36,41945,0.99,2,3,0,0,0
678,53,115772,13,789280,12,47969,1.1,5,2,1,0,0
679,21,106502,24,395535,36,34046,0.39,2,1,2,1,1
680,38,128943,14,330064,12,7441,1.14,4,1,0,0,0
681,52,124850,5,1901710,24,52992,0.22,1,0,2,1,1
682,31,60095,28,1354792,60,13719,0.14,0,2,1,1,1
683,41,30523,14,1070961,48,7397,0.55,1,1,1,0,0
684,46,77433,28,1886902,12,36389,1.0,4,1,0,0,0
685,45,34991,3,1915993,12,19945,0.59,5,1,2,0,0
686,42,25775,17,1257935,12,24233,1.0,2,0,0,0,1
687,47,99995,15,833059,24,19800,0.89,4,1,2,0,0
688,33,137808,10,175702,12,6190,0.29,5,2,1,0,0
689,53,22415,13,123527,60,39822,1.14,3,1,0,0,1
690,54,52044,2,1245087,60,3130,0.12,2,1,0,0,0
691,61,64976,17,965108,48,16071,1.08,4,0,2,0,0
692,55,18832,19,799980,24,21981,0.4,0,2,1,0,0
693,21,49148,24,878667,60,46704,0.63,0,1,1,0,0
694,41,127230,12,733019,36,4118,0.54,5,2,2,1,1
695,26,100076,3,337120,36,2663,0.25,5,2,2,0,0
696,48,53402,13,1333887,36,53786,0.46,0,1,2,1,1
697,37,53578,32,919075,12,17735,0.27,3,0,2,0,0
698,25,105453,27,773225,12,21158,0.28,1,2,2,0,0
699,51,90715,7,1468351,36,33087,0.27,0,3,1,0,0
700,25,126435,33,773666,48,24578,0.61,5,1,1,0,0
701,58,110742,4,1679561,48,55121,0.97,5,2,0,0,0
702,23,60475,4,644670,12,21874,0.7,3,2,1,1,1
703,43,75142,30,853083,36,44531,1.08,0,2,2,0,0
704,57,108526,8,230116,48,19907,0.78,3,1,1,0,0
705,57,66001,31,64633,12,42821,0.84,0,3,1,0,0
706,30,72649,32,129164,36,52139,0.82,1,2,1,0,0
707,30,40711,2,837001,24,59067,0.57,4,2,0,0,0
708,39,45106,29,503116,36,24787,0.84,0,0,0,0,0
709,37,80458,11,903941,36,23705,0.13,4,1,2,0,0
710,41,145429,28,173425,60,5845,1.04,0,1,2,0,0
711,34,116754,2,1986134,60,48264,0.94,1,2,0,1,1
712,29,141479,25,824508,24,41069,0.33,5,0,1,0,0
713,21,43884,29,1488242,24,46653,0.93,4,2,1,0,0
714,33,17708,8,345182,36,18482,0.06,3,2,0,0,0
715,24,33375,25,1278736,48,37056,0.3,0,1,2,0,0
716,21,30088,1,1302825,24,28090,0.12,5,0,1,0,0
717,60,72615,2,255538,36,22681,0.95,0,2,2,0,0
718,52,125138,3,515432,12,59977,0.92,3,1,1,0,0
719,54,25014,24,772153,60,34252,0.99,1,2,2,0,1
720,48,149345,12,1565578,48,9796,0.06,2,2,1,0,0
721,51,117842,34,1398858,36,9263,0.63,0,0,2,0,0
722,28,93077,22,1030814,12,14777,0.86,3,0,2,0,0
723,59,67874,8,251466,60,43538,0.23,2,0,2,0,0
724,46,84087,1,1074389,12,22343,0.8,0,2,0,0,0
725,54,27297,30,522243,36,42153,0.15,4,3,2,0,0
726,23,42128,1,1582622,24,16862,0.26,5,0,0,1,1
727,32,83368,31,1285799,60,43232,0.6,5,3,0,0,0
728,21,93958,17,947172,12,56490,0.8,3,3,2,0,0
729,64,47920,12,1734038,24,39649,0.22,4,3,0,0,0
730,25,148872,4,361416,48,55106,0.26,1,1,0,0,0
731,50,148682,9,187980,36,50786,0.29,2,2,0,0,0
732,50,92603,24,454060,36,17691,0.32,3,0,1,1,1
733,37,48872,33,887887,60,55079,0.31,0,2,2,0,0
734,43,25728,29,1070669,12,27028,0.5,5,2,0,0,0
735,35,110102,6,1691311,48,44135,0.8,0,1,2,0,0
736,57,137049,5,779887,60,33066,0.55,2,1,0,0,0
737,41,35583,2,1437828,60,56063,0.94,4,1,2,0,0
738,34,100774,12,486282,12,35181,0.88,4,2,0,0,0
739,22,141374,2,276301,48,19934,0.2,3,3,1,0,0
740,31,106118,25,1007508,12,22910,0.11,3,2,1,0,0
741,59,80942,23,874765,36,49482,1.06,4,1,1,0,0
742,58,28689,5,957651,24,9141,0.14,3,2,0,0,0
743,54,48276,11,1443749,36,47950,0.22,4,1,2,0,0
744,58,116968,1,1400417,36,57723,0.08,2,1,0,0,0
745,54,28050,10,1902642,60,18225,0.77,3,0,1,0,0
746,38,81216,33,961952,36,36714,0.72,4,3,0,0,0
747,50,99040,25,1909569,48,23587,1.18,3,1,2,1,1
748,35,36644,17,461249,36,34959,1.07,0,0,1,1,1
749,47,77021,20,1040391,48,51192,0.52,5,3,0,0,0
750,54,57291,21,105063,12,16175,0.48,0,1,2,0,0
751,58,147610,29,1910929,60,12051,0.39,1,3,1,1,1
752,53,56520,29,593628,48,7892,0.23,4,3,2,0,0
753,44,40675,7,637069,36,5449,0.21,1,2,2,0,0
754,35,15174,33,1899909,60,43095,0.2,4,0,1,0,0
755,50,107268,8,1109214,60,40677,0.18,5,3,0,0,0
756,62,49998,19,267986,48,14393,0.33,3,2,0,0,0
757,37,120410,24,1405044,48,31190,0.4,4,3,0,0,0
758,25,90225,18,1449076,24,36709,1.16,0,2,0,0,0
759,49,59814,4,271668,24,33533,0.72,3,1,2,0,0
760,24,100091,10,344786,60,28141,1.19,5,1,0,0,0
761,30,65719,14,565518,24,38989,0.48,0,2,0,0,0
762,37,144887,7,599666,36,25908,0.58,3,1,2,0,0
763,30,48919,18,1935875,12,41311,0.42,4,1,2,0,0
764,37,88155,22,1434406,60,57374,0.26,4,1,1,0,0
765,40,86569,26,355019,12,59732,0.21,0,3,2,0,0
766,44,56328,31,1216747,24,34322,1.14,2,2,1,0,0
767,25,39618,25,1460781,48,52710,1.18,4,0,1,0,0
768,54,49675,26,1837665,60,16012,0.1,2,0,0,0,0
769,26,33919,18,638665,24,36889,0.22,3,2,0,0,0
770,22,19173,28,834627,36,19412,0.54,2,3,0,0,0
771,33,124369,32,628979,60,32614,0.26,0,1,2,0,0
772,63,41400,18,1088240,60,46494,0.47,1,1,2,0,0
773,63,85305,18,1556095,48,26657,0.2,1,3,0,0,0
774,31,103791,32,1552631,60,7656,0.57,0,0,0,0,0
775,43,85533,15,361207,48,10967,0.36,1,2,2,0,0
776,36,118591,22,666070,24,21422,0.45,0,2,1,0,0
777,51,146060,6,1882760,36,17764,0.16,4,3,1,0,0
778,31,54194,25,128343,36,17873,0.54,2,1,0,0,0
779,36,124903,31,395215,60,30949,1.18,1,1,0,0,0
780,28,146461,11,972996,60,45847,0.43,4,1,0,0,0
781,24,114303,7,695687,24,53030,1.06,1,2,1,0,0
782,60,128903,4,605645,48,4271,1.02,3,0,0,0,0
783,24,82391,27,1563630,36,3607,1.14,0,2,1,0,0
784,45,73002,4,1917322,48,21523,0.96,0,3,2,0,0
785,23,50531,25,491913,24,50447,0.81,4,2,2,0,0
786,52,19986,4,644571,36,51757,1.04,3,3,2,1,1
787,23,47298,21,109567,36,55887,0.14,2,2,0,0,0
788,47,16481,14,359150,12,29990,0.58,3,0,2,0,0
789,49,71408,12,287778,24,5665,1.19,3,3,1,0,0
790,52,136950,27,1240334,24,18308,0.94,5,1,1,1,1
791,39,140355,32,1684470,12,7852,1.16,2,1,1,1,1
792,41,42798,22,1379611,48,7462,0.95,2,2,0,0,0
793,25,106649,32,1543907,12,53296,1.06,3,2,0,0,0
794,38,79887,17,676020,24,33795,0.86,1,0,1,0,0
795,48,34477,29,766079,48,6270,0.92,5,0,1,0,0
796,62,142815,25,1062968,36,50465,0.65,1,1,1,0,0
797,42,142426,15,1040534,12,26491,1.11,3,2,1,0,0
798,41,39335,12,1004227,48,52528,1.0,1,3,2,0,0
799,26,101610,32,866309,48,38230,1.02,2,0,1,0,0
800,21,26442,25,299465,48,50242,0.82,2,3,0,0,0
801,25,61289,0,274589,12,2347,0.4,1,3,0,0,0
802,61,68747,1,588314,36,51152,0.09,2,0,0,0,0
803,32,52327,5,1381142,48,34830,1.13,0,2,0,0,0
804,46,87827,23,345625,12,3783,0.72,2,3,0,0,0
805,54,121464,17,1974188,24,30390,0.39,3,2,1,0,0
806,34,146184,26,683672,12,10417,0.22,4,3,1,0,0
807,46,102051,7,1351347,12,8566,1.0,1,2,2,0,0
808,47,74722,27,108031,12,19426,1.01,5,2,2,0,0
809,29,107036,9,1968135,48,32750,0.99,1,2,2,1,1
810,46,81960,16,404398,12,12872,0.79,2,2,1,1,1
811,42,34552,28,642520,24,30695,0.47,2,0,2,0,0
812,50,15887,5,1765948,48,50086,0.4,4,3,1,0,0
813,63,46802,13,392368,24,3234,0.06,4,2,0,0,0
814,37,100024,21,466673,60,36752,1.01,5,1,1,1,1
815,46,133639,5,513788,12,30832,0.15,3,3,1,0,0
816,56,133248,25,810791,48,19978,0.78,0,3,0,0,0
817,21,96938,11,1914968,48,24641,0.63,3,2,0,0,0
818,28,137746,34,1069526,12,29127,0.66,5,3,0,0,0
819,55,41049,13,137695,36,36720,1.12,1,1,2,0,0
820,35,92789,21,1228642,36,20079,0.09,2,1,2,0,0
821,42,99526,22,1237558,24,19338,0.94,3,1,2,0,0
822,34,61220,6,1363413,12,5291,0.11,2,3,0,0,0
823,46,61163,24,1738177,12,10548,0.09,2,3,2,1,1
824,48,149837,12,603098,60,49272,0.54,3,2,0,1,1
825,43,132126,20,594380,36,46555,0.12,3,3,0,0,0
826,34,96486,9,1580571,36,35736,0.96,4,3,0,0,0
827,44,90277,8,1680969,12,51393,0.66,5,2,2,0,0
828,22,119245,14,1784441,24,30022,0.08,5,1,2,1,1
829,46,137332,1,1302876,12,6234,0.1,0,2,0,0,0
830,34,37931,24,340699,24,28720,0.75,4,0,2,0,0
831,27,104116,12,646222,36,43106,0.98,0,3,1,0,0
832,23,70633,33,1695652,60,42117,0.55,3,3,2,0,0
833,43,66913,33,913689,48,15368,0.69,5,0,0,0,0
834,63,109776,34,1902947,36,56313,0.97,5,0,0,0,0
835,38,40991,2,1503617,24,49969,0.75,0,0,0,0,0
836,58,119092,5,1582579,12,50838,0.31,1,2,1,0,0
837,55,110556,18,545707,36,10734,0.76,4,1,0,0,0
838,35,77875,2,205223,60,43651,0.77,4,2,0,0,0
839,45,77120,17,1750932,24,35793,0.89,4,0,2,1,1
840,57,148060,8,1622900,12,14197,0.76,5,2,1,1,1
841,48,125041,11,1454668,48,5359,1.16,2,3,2,0,0
842,30,143467,4,1968715,24,40025,0.28,5,2,0,1,1
843,59,133490,2,613339,12,56888,1.14,2,0,0,0,0
844,37,141155,10,541513,48,58831,0.67,5,3,1,0,0
845,59,43230,29,130738,12,37719,0.82,3,1,0,0,0
846,42,74778,3,385740,48,9389,0.16,5,2,1,0,0
847,46,60833,4,1682935,48,49434,0.49,3,2,2,0,0
848,64,37625,0,180613,48,16952,0.93,2,0,1,0,0
849,45,47088,26,123601,12,31075,0.86,4,1,2,0,0
850,37,118937,27,1128449,48,20939,0.1,2,3,0,0,0
851,33,91361,28,1790584,24,48995,0.68,0,0,2,0,0
852,40,103229,17,1170044,60,52302,0.15,4,0,2,1,1
853,45,105265,11,862902,60,17624,1.2,5,2,2,0,0
854,24,112718,12,1819065,48,3735,1.08,5,1,1,0,0
855,30,75710,1,1106904,60,26315,0.07,5,0,2,0,0
856,23,109876,15,187405,60,19422,1.04,5,2,1,0,0
857,61,45949,23,825807,48,41137,1.11,5,3,1,0,0
858,38,83136,34,171173,48,9127,0.46,2,0,1,0,0
859,56,126541,21,96638,24,37680,0.88,3,3,0,0,0
860,42,76842,10,847700,36,50232,0.56,2,3,0,0,0
861,54,41990,28,1300251,12,55992,0.8,1,2,0,0,0
862,28,45109,34,1212496,48,14606,0.44,2,1,1,0,0
863,60,145356,14,1995387,48,34743,0.42,4,3,0,0,0
864,64,143133,30,460261,60,36010,0.54,5,0,2,0,0
865,39,16306,15,1794677,24,17636,0.22,2,1,1,0,0
866,62,18849,9,1534562,60,27348,1.01,3,1,0,0,1
867,61,27360,31,57887,48,12108,0.45,5,2,1,0,0
868,57,126072,1,803266,48,10098,0.51,0,0,0,1,1
869,26,109767,23,1072658,60,38180,1.08,1,0,2,0,0
870,46,69330,22,1123494,48,20883,0.62,4,2,1,0,0
871,54,66707,1,871929,36,46400,0.68,3,2,0,0,0
872,26,33689,30,405706,12,47999,1.15,1,1,0,0,0
873,57,44084,25,766369,12,49951,1.07,2,3,2,0,0
874,53,55387,28,1372649,12,9160,0.24,1,3,2,0,0
875,42,89816,2,1605084,36,57262,0.59,5,3,0,0,0
876,41,17642,13,1725065,48,21929,1.17,5,3,0,0,1
877,26,57137,24,570337,60,19597,0.48,0,0,1,0,0
878,26,77260,0,1067977,24,13123,0.48,1,0,1,0,0
879,24,63442,2,784459,48,51570,0.27,1,2,0,0,0
880,50,118061,25,1477286,36,30357,0.18,5,2,2,0,0
881,31,149066,17,340690,36,6960,0.9,2,3,1,0,0
882,50,140844,8,1088646,12,35556,0.94,2,2,0,1,1
883,51,114575,22,259496,48,20255,1.16,4,0,2,0,0
